word	freq/10M
แพ้	1250.1
หมายเลข	1248.5
ดำเนินงาน	1246.8
สอดคล้อง	1246.8
บ	1245.2
ครั้งแรก	1243.6
สส.	1242.0
เจรจา	1240.4
ฝาก	1237.1
2557	1237.1
ระ	1237.1
บรรจุ	1237.1
ยกเลิก	1235.5
อ้างว่า	1235.5
องค์	1235.5
ชลบุรี	1233.9
ช่องทาง	1233.9
ยืน	1232.3
สำนักข่าว	1230.7
ค้า	1229.0
มีมติ	1229.0
ธรรมชาติ	1227.4
เห็นด้วย	1225.8
ทำลาย	1225.8
200	1225.8
ภา	1225.8
กระ	1224.2
ภู	1224.2
ก	1222.6
สาร	1222.6
ค่าใช้จ่าย	1222.6
ป้าย	1220.9
สโมสร	1219.3
วา	1219.3
กรรมการผู้จัดการ	1217.7
พันธ์	1217.7
เซ	1216.1
ร่วมงาน	1216.1
งบ	1216.1
ภ.	1216.1
สำนักงานตำรวจแห่งชาติ	1214.5
ผู้อื่น	1212.8
ผู้หญิง	1212.8
สอบปากคำ	1211.2
กองทัพ	1209.6
ประจำปี	1208.0
บ้านเมือง	1208.0
แขวง	1208.0
กรุงเทพ	1204.7
เปอร์เซ็นต์	1204.7
เท	1201.5
ไหล	1199.9
เกาหลีเหนือ	1199.9
เป็นเวลา	1199.9
เนื้อหา	1198.3
โจทก์	1196.7
ช	1196.7
พิษณุโลก	1193.4
ข้อกล่าวหา	1188.6
ตรัง	1186.9
ของกลาง	1185.3
ป	1185.3
ชาวนา	1183.7
วิทยาลัย	1183.7
ความสามารถ	1178.8
มงคล	1175.6
แท้จริง	1175.6
เหรียญ	1174.0
เสรีภาพ	1174.0
สืบ	1174.0
ไฟฟ้า	1172.4
ลาว	1172.4
นอน	1172.4
สาม	1170.7
ควบคุมตัว	1167.5
เฝ้า	1167.5
ที่ปรึกษา	1164.3
ใกล้ชิด	1164.3
ทำเนียบรัฐบาล	1164.3
เสมอ	1162.6
งาม	1162.6
ตาย	1162.6
คอ	1161.0
รายชื่อ	1157.8
ลำ	1156.2
แกนนำ	1156.2
พยาน	1154.5
บ่อ	1152.9
มายัง	1151.3
คนขับ	1149.7
คลื่น	1146.5
ตะวันออก	1144.8
ปฏิรูป	1144.8
สำนวน	1143.2
ประเมิน	1143.2
การแสดง	1141.6
ติดตั้ง	1141.6
หัก	1141.6
จิ	1140.0
การตลาด	1140.0
ความคิดเห็น	1138.4
ลี	1136.7
หนุ่ม	1136.7
กระทบ	1131.9
เรียนรู้	1131.9
ต่อต้าน	1130.3
พม่า	1128.6
วาระ	1128.6
ตั้งใจ	1128.6
ลม	1127.0
เหตุผล	1123.8
แตก	1123.8
สมบูรณ์	1123.8
ร้องเรียน	1123.8
ตลอดจน	1123.8
รักษ์	1122.2
พิทักษ์	1122.2
ชื่อดัง	1122.2
ร้านค้า	1122.2
ข้าม	1120.5
ความจริง	1120.5
การป้องกัน	1118.9
35	1118.9
ไก่	1117.3
พระเจ้าอยู่หัว	1117.3
อ้าง	1115.7
กู้	1115.7
ประชาสัมพันธ์	1115.7
เปิดตัว	1112.4
วุฒิ	1112.4
อุทยานแห่งชาติ	1110.8
ทั้งที่	1110.8
หนี	1109.2
ยกระดับ	1109.2
สัตว์	1109.2
นครพนม	1109.2
วงการ	1107.6
อันตราย	1106.0
เชียงราย	1106.0
อธิการบดี	1104.4
ทุกวัน	1104.4
เครื่องบิน	1104.4
ก่อนที่	1104.4
กี่	1101.1
หลวง	1101.1
พระราชทาน	1099.5
รัชกาล	1099.5
อนาคต	1099.5
นุ	1097.9
ดีกว่า	1097.9
รณรงค์	1096.3
เอก	1096.3
ฤดูกาล	1096.3
สหกรณ์	1096.3
หลังจากนั้น	1096.3
เป็นทางการ	1093.0
ความเข้าใจ	1093.0
บอล	1093.0
ความขัดแย้ง	1091.4
หุ้น	1089.8
ผู้จัดการ	1089.8
ทับ	1089.8
พลัง	1089.8
โน	1089.8
สุทธิ	1088.2
ความสัมพันธ์	1088.2
ผิดกฎหมาย	1088.2
โทร	1088.2
ที่เกิด	1086.5
วรรณ	1086.5
เพลิง	1086.5
บช.	1086.5
จำคุก	1086.5
เข้าถึง	1084.9
บ้านพัก	1084.9
สัตว์ป่า	1084.9
ต้อนรับ	1083.3
บัว	1083.3
การจับกุม	1081.7
บริโภค	1081.7
สำรวจ	1081.7
ก่อนที่จะ	1076.8
มอบให้	1076.8
70	1076.8
ผลักดัน	1075.2
www	1075.2
จา	1075.2
ทองคำ	1070.3
แข่ง	1070.3
รถไฟฟ้า	1070.3
กอล์ฟ	1068.7
ยุทธ	1068.7
ลาน	1067.1
พาร์	1067.1
พ	1063.9
คำถาม	1062.2
มีประสิทธิภาพ	1060.6
ขบวน	1060.6
ง	1059.0
เขื่อน	1059.0
หมายจับ	1057.4
ระหว่างประเทศ	1054.2
รับรอง	1054.2
แถลงข่าว	1054.2
นครศรีธรรมราช	1052.5
โค้ช	1052.5
เจ้าหน้า	1052.5
สวย	1050.9
รถไฟ	1050.9
ครึ่ง	1049.3
พรรคเพื่อไทย	1049.3
สวม	1046.1
เบอร์	1044.4
ฆ่า	1044.4
ข้อเสนอ	1042.8
ย้ำ	1042.8
ชิง	1041.2
การเรียน	1039.6
จินดา	1039.6
อาสา	1039.6
ที่แล้ว	1039.6
บูรณาการ	1038.0
คัดเลือก	1038.0
ขวา	1036.3
เจ	1036.3
คณะทำงาน	1034.7
ชิ	1033.1
หลักการ	1033.1
สามี	1033.1
กู้ภัย	1031.5
เรื่องราว	1031.5
ละคร	1029.9
59	1028.2
กลัว	1028.2
ทา	1028.2
ชั่วคราว	1025.0
คล้าย	1023.4
อนุญาต	1023.4
ค่อนข้าง	1021.8
แผ่นดิน	1021.8
500	1021.8
โดยตรง	1020.1
โครงสร้าง	1020.1
ทนายความ	1018.5
สุราษฎร์ธานี	1016.9
กู	1016.9
ทุกฝ่าย	1015.3
คำพิพากษา	1015.3
ส.ว.	1015.3
บันทึก	1015.3
กระทรวงกลาโหม	1015.3
ที่วัด	1013.7
ให้กำลังใจ	1012.1
การเงิน	1010.4
ไชย	1008.8
วิษณุ	1008.8
สร้างสรรค์	1008.8
สัก	1008.8
ต่ำ	1007.2
ยุโรป	1007.2
สินเชื่อ	1007.2
ปส.	1004.0
อนุมัติ	1004.0
พรรคประชาธิปัตย์	1004.0
วง	1004.0
หลากหลาย	1002.3
ตกลง	1000.7
วิทย์	999.1
ภาคเอกชน	999.1
ฝรั่งเศส	997.5
นักเตะ	997.5
อบต.	997.5
ถาวร	997.5
เจ้าอาวาส	997.5
ภาพรวม	995.9
เทียบ	995.9
อุดรธานี	995.9
วัฒนา	995.9
เยี่ยม	995.9
ค่ะ	994.2
ลงนาม	994.2
นำไปสู่	992.6
ด	991.0
หมอ	989.4
ท้าย	989.4
สมัคร	989.4
ช่วงนี้	987.8
ตั้งอยู่	987.8
โม	986.1
สิงคโปร์	986.1
น้ำหนัก	986.1
เช่นนี้	984.5
ไหม	981.3
เหมือนกัน	981.3
ให้ความสำคัญ	981.3
พล.ต.	981.3
เรือนจำ	981.3
พาณิชย์	981.3
รัสเซีย	981.3
แชร์	979.7
ภาวะ	979.7
สุนัข	978.0
การเปลี่ยนแปลง	978.0
กัมพูชา	976.4
ตี	976.4
วัยรุ่น	976.4
เสื้อ	976.4
ชาญ	974.8
ทั่ว	973.2
อิน	973.2
วจะ	973.2
กังวล	971.6
คว้า	971.6
เล็กน้อย	971.6
ผู้ปกครอง	968.3
ร่วมมือ	966.7
จักร	966.7
กิโลกรัม	965.1
กระจาย	965.1
โปร	963.5
เดอะ	961.9
กำกับ	961.9
กำหนดให้	958.6
ร้อย	958.6
เฉลี่ย	958.6
ความช่วยเหลือ	958.6
ตัวอย่าง	958.6
จำ	957.0
สุร	957.0
บาดเจ็บ	957.0
ดาว	957.0
เที่ยว	957.0
เหล่า	957.0
ฟ้า	955.4
ค่าย	955.4
ธรรมกาย	953.8
วิเคราะห์	953.8
วิชาชีพ	953.8
แปลง	952.1
สะดวก	950.5
ยางพารา	950.5
ดิจิทัล	950.5
กิตติ	950.5
ยศ	948.9
พระนครศรีอยุธยา	948.9
ไท	947.3
กาญจนบุรี	944.0
ครอบคลุม	944.0
บางคน	944.0
คนละ	942.4
ท.	940.8
แนะนำ	939.2
รถกระบะ	937.6
ชวน	937.6
อำนวยความสะดวก	937.6
หนู	937.6
นำเข้า	932.7
กล้องวงจรปิด	932.7
เลื่อน	931.1
สะท้อน	931.1
ขยายตัว	931.1
สัน	927.8
ก.พ.	927.8
บา	927.8
ใบอนุญาต	927.8
นั่น	926.2
จว.	926.2
มอบหมาย	926.2
80	924.6
กล้า	924.6
เพียงพอ	923.0
ฝึก	923.0
แล้	921.4
พล.ท.	921.4
ระดับโลก	921.4
เกาหลีใต้	919.8
สักการะ	919.8
ก็ตาม	918.1
นานาชาติ	918.1
com	918.1
สยาม	918.1
เฉลิม	916.5
การจราจร	916.5
นก	914.9
ทุ่ง	913.3
วี	911.7
อิสระ	911.7
โซเชียล	911.7
ออสเตรเลีย	911.7
เครื่องดื่ม	911.7
สรรหา	911.7
ต่างชาติ	910.0
บรรเทา	910.0
วิทยาศาสตร์	910.0
ริม	908.4
เงื่อนไข	908.4
สวัสดิ์	908.4
เต	906.8
ร้อน	906.8
ย	906.8
สำนักนายกรัฐมนตรี	906.8
พ.อ.	905.2
กาฬสินธุ์	905.2
มีอำนาจ	905.2
ท่ามกลาง	903.6
ทรัพยากร	901.9
32	901.9
ปท.	900.3
คอมพิวเตอร์	900.3
ภาพยนตร์	900.3
โตโยต้า	898.7
กระตุ้น	898.7
ภาคเหนือ	897.1
วิชา	897.1
เครือ	895.5
ห้วย	895.5
10.00	895.5
รัตน	895.5
สถานศึกษา	895.5
แจก	893.8
ผลประโยชน์	893.8
แอ	893.8
กระทรวงมหาดไทย	893.8
สำเร็จ	893.8
ต้นทุน	892.2
ดื่ม	890.6
โชว์	889.0
พ้น	889.0
ปลอม	889.0
สกุล	889.0
เหล็ก	889.0
ชุมพร	887.4
มีชัย	887.4
รถบรรทุก	887.4
อาร์	885.7
ลูกชาย	885.7
ความคิด	884.1
ทำบุญ	884.1
ลึก	884.1
อนุรักษ์	882.5
บริจาค	882.5
ภัทร	882.5
ตลอดเวลา	882.5
ลักลอบ	880.9
ลูกสาว	880.9
จนกระทั่ง	880.9
วงเงิน	880.9
เม็ด	879.3
ทำร้าย	879.3
กระบี่	879.3
กลไก	877.7
ผู้ใหญ่บ้าน	877.7
เขียว	877.7
ไล่	876.0
ตามปกติ	876.0
ออกเสียง	874.4
วีระ	874.4
อุดม	874.4
บังคับการ	874.4
เท่ากับ	872.8
แม้ว่า	871.2
เปลี่ยนแปลง	871.2
เป็นต้นไป	871.2
ภารกิจ	871.2
ศาลฎีกา	869.6
ไร้	869.6
มติ	869.6
สู้	869.6
เนื่องใน	867.9
บรม	867.9
โท	866.3
หาดใหญ่	866.3
พม.	866.3
ลงโทษ	864.7
ได้รับอนุญาต	864.7
ศิลปิน	864.7
ปีใหม่	863.1
ลบ	863.1
ทุน	863.1
คดีอาญา	863.1
ละเอียด	863.1
คนอื่น	861.5
นนทบุรี	861.5
ชม.	861.5
เป็นครั้งแรก	861.5
ศุภ	859.8
โจมตี	859.8
300	858.2
บุก	856.6
กสทช.	855.0
โขง	855.0
ความเสี่ยง	853.4
เวียดนาม	853.4
1,000	853.4
ศาลรัฐธรรมนูญ	851.7
ภัย	851.7
ตามมา	851.7
ปทุมธานี	851.7
ธีร	850.1
เก	850.1
กระทรวงศึกษาธิการ	850.1
ประเพณี	850.1
การสอน	850.1
ฟ	848.5
ต้นไม้	848.5
ตัวเลข	848.5
เครื่องมือ	846.9
สิทธิมนุษยชน	846.9
กม	846.9
ศิลป์	846.9
ตรงนี้	846.9
ร่วมใน	846.9
ยูไนเต็ด	845.3
กระทรวงยุติธรรม	845.3
กำลังจะ	845.3
ผู้เชี่ยวชาญ	845.3
นักวิชาการ	845.3
สนามบิน	845.3
สถาน	843.6
ขี่	843.6
เรื่อยๆ	842.0
มีผล	842.0
กระทรวงพาณิชย์	840.4
ขยายผล	838.8
ไทยแลนด์	838.8
โทษ	838.8
ฉัตร	837.2
อย่างยิ่ง	837.2
ที่ว่า	837.2
สายการบิน	837.2
นักลงทุน	837.2
ขอบ	833.9
ปัจจัย	833.9
ความรัก	832.3
ปัตตานี	832.3
ข้อตกลง	832.3
สะสม	832.3
โซน	830.7
ณรงค์	830.7
ร้านอาหาร	830.7
แต้ม	830.7
อนุกรรมการ	827.5
เจ้าพระยา	825.8
บรรดา	825.8
พระพุทธศาสนา	824.2
ทักษะ	824.2
ระยะทาง	824.2
หนัง	824.2
เป็นประโยชน์	819.4
ในขณะที่	819.4
รับประทาน	817.7
ค้นหา	817.7
กระเป๋า	816.1
เลิศ	816.1
นิยม	814.5
วางแผน	814.5
กราบ	814.5
ดอก	812.9
พื้นฐาน	812.9
ยังอยู่	812.9
ผู้บาดเจ็บ	812.9
บุตร	811.3
พัง	811.3
สถิติ	809.6
เยือน	809.6
ขนส่ง	809.6
เสี่ยง	808.0
ส่วนราชการ	808.0
ผู้สูงอายุ	808.0
กำชับ	808.0
การตาม	808.0
ลุ้น	808.0
เอเอฟพี	808.0
สั้น	806.4
ละเมิด	806.4
อินเดีย	804.8
ครอบครอง	804.8
ตกหนัก	804.8
ทักษิณ	803.2
น้อยกว่า	803.2
ใช้อำนาจ	803.2
บุรีรัมย์	803.2
รี่	803.2
จอม	803.2
ตะวันออกเฉียงเหนือ	801.5
นายอำเภอ	799.9
คัดค้าน	799.9
เวช	798.3
ทางเข้า	796.7
ภูมิ	796.7
เบิก	796.7
ตาก	796.7
คำตอบ	796.7
สาธารณสุข	796.7
บ.	795.1
ไปดู	795.1
สุเทพ	795.1
ชิ้น	795.1
38	791.8
สิงห์	791.8
ความรู้สึก	791.8
คุณสมบัติ	790.2
สังกัด	790.2
ดับ	788.6
พระสงฆ์	788.6
การเรียนรู้	785.4
กองบัญชาการ	785.4
โดยที่	783.7
จอง	783.7
โจทย์	783.7
90	783.7
ต่ำสุด	783.7
เงินสด	782.1
ฝนตก	782.1
ทวี	782.1
สกอร์	780.5
สัมผัส	780.5
รับซื้อ	780.5
สุรินทร์	780.5
ฮา	778.9
ทัวร์	778.9
เนื้อ	778.9
ที่ทาง	778.9
เท่า	777.3
บุ	777.3
จนกว่า	777.3
ปา	777.3
4.0	777.3
รับรางวัล	775.6
กุศล	775.6
แถม	775.6
ควรจะ	774.0
หลังจากนี้	774.0
ธีระ	774.0
ล้อ	772.4
ลอง	772.4
ผู้ใช้	772.4
นักแสดง	772.4
สงบ	772.4
ศาสนา	772.4
การปฏิบัติ	770.8
สรรเสริญ	770.8
มีความสุข	770.8
เอ็น	769.2
พวกเขา	769.2
ประมูล	769.2
ขุด	767.5
พืช	765.9
ถ่าย	765.9
ฟิลิปปินส์	765.9
ตัดสิน	765.9
ยุติ	765.9
เป็นหนึ่ง	765.9
ประการ	764.3
ตู้	764.3
ทดสอบ	764.3
ใช้งาน	764.3
ทั้งคู่	764.3
ความเชื่อมั่น	762.7
ฯลฯ	762.7
กก	762.7
เลือด	761.1
